match_id,radiant_win
6,0.8227908982140154
7,0.7521668327768493
10,0.18906701001043397
13,0.8576390090213948
16,0.24396350874633155
18,0.37409597794361915
19,0.5259752047174088
24,0.5635361044265262
33,0.21712500162202492
37,0.6728651675995198
41,0.15711936535102403
42,0.3258568444828374
55,0.2325975901779706
60,0.6698781856861983
62,0.5513588683697281
63,0.6112469962318969
64,0.08992402617920484
71,0.5488953205250438
72,0.3136077234069215
83,0.4982605195391468
85,0.7781121545904469
89,0.9291217215657211
92,0.7530718751565598
100,0.9571952019647961
102,0.8836624357813484
108,0.5364990426028583
111,0.7750329344424942
126,0.18257785900764287
130,0.05270914487313918
140,0.787283761769544
141,0.25532810957966623
152,0.8362092394805272
153,0.7380105171043926
159,0.5537591355735368
160,0.5801443904087854
163,0.5994826868992384
178,0.5575592235428138
179,0.3639912813873994
181,0.6753483009903065
196,0.1470120598583577
206,0.11678433524461007
209,0.5447932370213129
216,0.5479885364723208
228,0.07608081707433278
230,0.4171054808949817
242,0.7166002734313874
245,0.17051211158887197
261,0.5001379102350584
274,0.47572920368436206
282,0.7349124578723033
289,0.5185612648034095
296,0.0941329866853528
297,0.60986238310194
302,0.3039330926139914
304,0.023362771274378153
313,0.795750474732103
316,0.4878181553407518
317,0.41273196027933645
344,0.8772658624273578
348,0.7434228441169856
352,0.5003155275807241
354,0.5570357188688608
361,0.45055997762722505
362,0.21995482685351883
363,0.7398450157711763
365,0.4010480199464845
375,0.29940269355671073
380,0.32102517170888395
384,0.5312363395031838
394,0.774006268722787
399,0.6044254474664195
404,0.7212871138318745
406,0.6376277089576544
430,0.15377987094002668
432,0.32171826966449824
443,0.45643139017421114
463,0.6088477872230118
467,0.5242933465529408
474,0.178149758942529
488,0.22426076888475696
502,0.9068105086503218
503,0.2636949239523371
507,0.2836186004664852
508,0.3869290839780467
509,0.4457624075031829
516,0.35671262161053496
528,0.2729803795273709
542,0.59482161126555
547,0.17759327680525772
552,0.5523893666524251
555,0.6121442045876309
561,0.6333594955104441
569,0.803924260278756
575,0.947358034221065
576,0.8072634595862119
582,0.18545717076677184
585,0.4385769818330834
586,0.5585486231441255
590,0.7980207398642377
592,0.22555439141484296
598,0.39083749412339536
599,0.2673883095696443
600,0.72807590656895
601,0.5495675746911781
603,0.30974138328700374
617,0.46233600529172264
628,0.4660232106101831
634,0.13933910973299662
635,0.3019428532489527
639,0.42059757394464486
644,0.6511300768932751
646,0.7446451429349634
650,0.08651979823707676
659,0.8328094079635361
663,0.37396675640721805
668,0.6445011101821527
670,0.40266451013657384
678,0.41863288859196934
679,0.27244127738304647
686,0.7778478091362732
694,0.275975511325028
696,0.8949753674323939
702,0.8895594358806735
709,0.37835894806066334
712,0.3578236383743051
723,0.2223236889623539
729,0.4236006675161753
733,0.7308643003716941
735,0.3846622497499764
737,0.3682837794440168
749,0.6902801151490157
752,0.47753221080528635
767,0.9184445716969408
771,0.12154307287295181
778,0.4877218975142462
780,0.7463737450224509
790,0.4979108875287054
797,0.3581723245637011
802,0.32018272262837427
805,0.7091558348979264
807,0.7702497464606652
808,0.8424446928605782
811,0.33922434466403695
815,0.12880393122769482
820,0.754153298060185
838,0.16112805407480235
861,0.1523004249292742
886,0.2274551242928801
889,0.10483043796427421
904,0.6417597024698092
913,0.4377427266203833
928,0.7062624549475358
931,0.606530647916921
932,0.6701846690011556
945,0.7369827678500991
953,0.8485527515656347
955,0.3444229781573496
970,0.5357412016584245
972,0.4134373721767346
978,0.5740153164023084
982,0.7873282227181049
983,0.7188333253345425
984,0.33357516150823807
987,0.5459808546413718
1000,0.614058131331347
1006,0.5990364643844223
1014,0.7436676430388679
1030,0.5389769836165323
1037,0.7238313225661853
1044,0.6123140703656774
1046,0.7925369321287242
1048,0.4033654890874185
1053,0.8607296881465344
1057,0.6907211624684965
1077,0.8812302712359237
1085,0.9622866762320865
1087,0.7404629939980268
1088,0.7314763541387498
1096,0.10777803225977932
1098,0.9584552726396192
1100,0.10417722075886546
1113,0.716644071474951
1119,0.7249425616864388
1127,0.5100817812884958
1142,0.35952177854495343
1148,0.3507208197579966
1157,0.2054695136280262
1158,0.7655007651768826
1163,0.4130307228644964
1167,0.6556957860226612
1168,0.3355077132813489
1181,0.05941154671231653
1183,0.2314574607913327
1191,0.5640492483043692
1192,0.1662245505241439
1198,0.7798809746266012
1216,0.16844764089720943
1218,0.6503160127928848
1221,0.9643824874094195
1222,0.325309615988362
1225,0.14594035920669798
1226,0.4381711098450817
1230,0.20449434236074415
1242,0.7358709744718375
1247,0.6685556815706802
1253,0.3225693817676396
1259,0.6006051164510944
1271,0.8581914710456716
1282,0.530459400380892
1284,0.9465630806159452
1293,0.4121379027134989
1294,0.6050425346204761
1298,0.4396354287709885
1306,0.6072833452210283
1316,0.7164011527420213
1321,0.3135299024153938
1331,0.4317270197682809
1336,0.18633674347080284
1341,0.5473862976635516
1348,0.5076062681863185
1356,0.8554485080478412
1384,0.27847470344287356
1389,0.6088532811693397
1391,0.6152179369228539
1413,0.7983061421490613
1419,0.6166290210563933
1426,0.8284492714761078
1440,0.6603890330643487
1445,0.5830367705131095
1465,0.41120810920912443
1470,0.483558835729294
1472,0.47162625177408635
1484,0.5520323451251841
1485,0.1062917056138132
1486,0.8901370829571691
